name,cuisines,avg_cost_for_two,has_online_delivery,has_table_booking,price_range,aggregate_rating,rating_text,votes,city,locality,latitude,longitude,currency,price_label,primary_cuisine,rating_cat,delivery_label
Xiao Chi - The Westin Sohna Resort & Spa,Chinese,3000,0,1,4,3.4,Average,22,Gurgaon,"The Westin Sohna Resort & Spa, Sohna Road",28.2393668000,77.1427506000,Rs.,Luxury,Chinese,Average,No Delivery
Little Skillet,"North Indian, Chinese, Fast Food",500,0,0,2,3.5,Good,26,Gurgaon,Sohna Road,28.4120391000,77.0489356000,Rs.,Moderate,North Indian,Good,No Delivery
Gulshan Dhaba,North Indian,150,0,0,1,3.4,Average,20,Gurgaon,Sohna Road,28.4579514000,77.0276151000,Rs.,Budget,North Indian,Average,No Delivery
KB's Icecream & Kulfis,Ice Cream,200,1,0,1,2.3,Poor,26,Gurgaon,Sohna Road,28.4116239000,77.0418292000,Rs.,Budget,Ice Cream,Poor,Has Delivery
Cyber Adda 24,"North Indian, Chinese, Fast Food",500,0,0,2,3.3,Average,17,Gurgaon,Sohna Road,28.4183524000,77.0383803000,Rs.,Moderate,North Indian,Average,No Delivery
Red,"Japanese, Thai, Chinese",1200,1,0,3,3.0,Average,57,Gurgaon,Ardee City,28.4407088115,77.0878508314,Rs.,Premium,Japanese,Average,Has Delivery
Grill King Kabab & Curries,"North Indian, Chinese",500,1,0,2,2.4,Poor,20,Gurgaon,Sector 54,28.4372591000,77.1042435000,Rs.,Moderate,North Indian,Poor,Has Delivery
Tasty Fare,"American, Fast Food",600,1,0,2,3.4,Average,42,Gurgaon,DLF Phase 5,28.4486392000,77.0957635000,Rs.,Moderate,American,Average,Has Delivery
Snack Shack,Chinese,400,1,0,1,2.7,Average,15,Gurgaon,Sector 21,28.5095911000,77.0714215000,Rs.,Budget,Chinese,Poor,Has Delivery
Anaaj,"North Indian, Fast Food",500,0,0,2,2.9,Average,7,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5096403000,77.0714665000,Rs.,Moderate,North Indian,Poor,No Delivery
Chinese Bistro,Chinese,600,0,0,2,2.9,Average,5,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5096403000,77.0714665000,Rs.,Moderate,Chinese,Poor,No Delivery
Madras Coffee House,South Indian,300,0,0,1,3.0,Average,4,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon",28.5103687000,77.0720511000,Rs.,Budget,South Indian,Average,No Delivery
Maachh Bhaat,Oriya,600,1,0,2,3.4,Average,256,Gurgaon,Sector 17,28.4950876000,77.0609808000,Rs.,Moderate,Oriya,Average,Has Delivery
Burger Unlimited Kitchen,"North Indian, Chinese, Fast Food",600,1,0,2,3.2,Average,41,Gurgaon,Sector 45,28.4350181000,77.0595047000,Rs.,Moderate,North Indian,Average,Has Delivery
Sna-X Point,"Fast Food, Chinese",300,0,0,1,3.2,Average,39,Gurgaon,Sector 31,28.4490081000,77.0569404000,Rs.,Budget,Fast Food,Average,No Delivery
Woods Spice,"Continental, North Indian",1300,0,1,3,3.2,Average,36,Gurgaon,"Woods Resort, Gurgaon",28.4428081000,77.0573475000,Rs.,Premium,Continental,Average,No Delivery
Food Ka Mood,"North Indian, Chinese",500,1,0,2,3.1,Average,34,Gurgaon,Sector 31,28.4491214000,77.0573980000,Rs.,Moderate,North Indian,Average,Has Delivery
Cafeteria Point,Cafe,500,1,0,2,3.2,Average,24,Gurgaon,Sector 45,28.4340212000,77.0598728000,Rs.,Moderate,Cafe,Average,Has Delivery
Curry N' Tandoor,"Mughlai, North Indian",500,0,0,2,3.2,Average,18,Gurgaon,Sector 45,28.4345074000,77.0598166000,Rs.,Moderate,Mughlai,Average,No Delivery
Choudhary Gohana Famous Jalebi,"Mithai, Street Food",200,0,0,1,3.2,Average,10,Gurgaon,Sector 45,28.4341404000,77.0599779000,Rs.,Budget,Mithai,Average,No Delivery
Tasha's Artisan Foods,"Bakery, Desserts",200,0,0,1,3.2,Average,10,Gurgaon,Sector 45,28.4447042000,77.0593546000,Rs.,Budget,Bakery,Average,No Delivery
Chocolatiers - The Chocolate Boutique,Desserts,100,1,0,1,3.8,Good,112,New Delhi,Chittaranjan Park,28.5371718000,77.2484540000,Rs.,Budget,Desserts,Good,Has Delivery
Dogs & Wiches,"Continental, American, Fast Food",600,1,0,2,3.9,Good,109,New Delhi,Chittaranjan Park,28.5368132086,77.2530625982,Rs.,Moderate,Continental,Good,Has Delivery
Horn Please,"North Indian, Mughlai, Chinese",1000,1,1,3,3.0,Average,70,New Delhi,Chittaranjan Park,28.5374979000,77.2564223000,Rs.,Premium,North Indian,Average,Has Delivery
Stuti Restaurant,North Indian,250,0,0,1,3.0,Average,26,New Delhi,Satyaniketan,28.5875118000,77.1689617000,Rs.,Budget,North Indian,Average,No Delivery
Cafe Cones & Curries,"Fast Food, North Indian",400,0,0,1,3.1,Average,6,New Delhi,Satyaniketan,28.5877965000,77.1672543000,Rs.,Budget,Fast Food,Average,No Delivery
Peri Peri Momos,"Chinese, Fast Food",300,0,0,1,3.2,Average,9,New Delhi,Satyaniketan,28.5876574085,77.1685435099,Rs.,Budget,Chinese,Average,No Delivery
Turn Up,"North Indian, Chinese",1200,0,0,3,3.0,Average,6,New Delhi,Satyaniketan,28.5887711000,77.1692496000,Rs.,Premium,North Indian,Average,No Delivery
Cafe Trance & Lounge,"Cafe, Fast Food",500,0,0,2,2.6,Average,21,New Delhi,Satyaniketan,28.5884242000,77.1688109000,Rs.,Moderate,Cafe,Poor,No Delivery
Bhukkad,North Indian,500,1,0,2,3.2,Average,8,New Delhi,Satyaniketan,28.5887870000,77.1690990000,Rs.,Moderate,North Indian,Average,Has Delivery
Hooters,"Continental, Mexican, Fast Food, North Indian, Chinese",500,0,0,2,3.1,Average,6,New Delhi,Satyaniketan,0.0000000000,0.0000000000,Rs.,Moderate,Continental,Average,No Delivery
Rosarté Chocolate,Desserts,200,0,0,1,3.4,Average,15,New Delhi,Satyaniketan,28.5738064000,77.1652844000,Rs.,Budget,Desserts,Average,No Delivery
Muradabadi Biryani Centre,Mughlai,450,0,0,1,2.9,Average,20,New Delhi,Satyaniketan,28.5875051000,77.1690325000,Rs.,Budget,Mughlai,Poor,No Delivery
Food Junkies,"North Indian, Chinese, Mughlai",300,0,0,1,3.2,Average,11,New Delhi,Satyaniketan,0.0000000000,0.0000000000,Rs.,Budget,North Indian,Average,No Delivery
NCR Cafe ,"Cafe, Chinese, Fast Food",800,0,0,2,3.0,Average,4,New Delhi,Satyaniketan,28.5876001000,77.1670746000,Rs.,Moderate,Cafe,Average,No Delivery
Angeethi Express,"North Indian, Chinese, Fast Food",400,0,0,1,3.2,Average,11,New Delhi,Satyaniketan,28.5879735000,77.1700401000,Rs.,Budget,North Indian,Average,No Delivery
Mom Hand Momos,Chinese,100,0,0,1,3.3,Average,8,New Delhi,Satyaniketan,28.5877039497,77.1690107882,Rs.,Budget,Chinese,Average,No Delivery
Alfa Kathi Rolls,Fast Food,250,0,0,1,2.6,Average,23,New Delhi,Satyaniketan,28.5875672000,77.1687579000,Rs.,Budget,Fast Food,Poor,No Delivery
Backyard Underground,"Continental, Italian, North Indian, American",1400,0,1,3,3.5,Good,134,Gurgaon,Sector 29,28.4683370000,77.0631430000,Rs.,Premium,Continental,Good,No Delivery
New Town Cafe - Park Plaza,"Continental, American, North Indian, Chinese",2200,0,1,4,3.7,Good,176,Gurgaon,"Park Plaza, Sushant Lok",28.4592449000,77.0757094000,Rs.,Luxury,Continental,Good,No Delivery
Wildfire - Crowne Plaza,South American,5000,0,1,4,3.7,Good,131,Gurgaon,"Crowne Plaza, Sector 29",28.4684152000,77.0599093000,Rs.,Luxury,South American,Good,No Delivery
Citrus Cafe - Lemon Tree Premier,"North Indian, Continental, Chinese",2000,0,1,4,3.2,Average,137,Gurgaon,"Lemon Tree Premier, Sector 29",28.4676295000,77.0648668000,Rs.,Luxury,North Indian,Average,No Delivery
feel ALIVE,"North Indian, American, Asian, Biryani",1200,0,1,3,4.7,Excellent,69,Gurgaon,Sector 29,28.4679257000,77.0641366000,Rs.,Premium,North Indian,Excellent,No Delivery
Ninkasi Imperial Brews & Cookery,"North Indian, Asian, European",3000,0,1,4,4.2,Very Good,77,Gurgaon,"DLF Star Mall, Sector 30",28.4616176000,77.0526236000,Rs.,Luxury,North Indian,Very Good,No Delivery
Djinggs,"Asian, Seafood",1500,0,0,3,4.1,Very Good,105,Gurgaon,Sector 29,28.4679344000,77.0642265000,Rs.,Premium,Asian,Very Good,No Delivery
Mosaic - Country Inn & Suites,"North Indian, Asian, Continental",1500,0,1,3,3.8,Good,91,Gurgaon,"Country Inn & Suites by Carlson, Gurgaon",28.4619878000,77.0676442000,Rs.,Premium,North Indian,Good,No Delivery
Lucknow - Kingdom of Dreams,Lucknowi,1000,0,0,3,3.7,Good,179,Gurgaon,"Kingdom of Dreams, Sector 29",28.4684937000,77.0683484000,Rs.,Premium,Lucknowi,Good,No Delivery
Crust Bistro,"Italian, Pizza",800,1,0,2,3.6,Good,144,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",28.4593834896,77.0727255195,Rs.,Moderate,Italian,Good,Has Delivery
LeanBodyMeals,"Healthy Food, Salad, Italian, Continental",600,1,0,2,3.9,Good,144,Gurgaon,Sector 31,28.4556810000,77.0555190000,Rs.,Moderate,Healthy Food,Good,Has Delivery
Kabab Roll Cafe,"North Indian, Mughlai",600,1,0,2,3.8,Good,121,Gurgaon,"Huda City Centre Metro Station, Sector 29, Gurgaon",28.4593835000,77.0727256000,Rs.,Moderate,North Indian,Good,Has Delivery
Machan,"North Indian, Chinese",900,0,1,2,3.3,Average,88,Gurgaon,Sector 29,28.4664277000,77.0644064000,Rs.,Moderate,North Indian,Average,No Delivery
Melange - The Pllazio Hotel,"North Indian, Continental, Chinese",2500,0,1,4,3.6,Good,94,Gurgaon,"The Pllazio Hotel, Sector 29",28.4646001000,77.0640466000,Rs.,Luxury,North Indian,Good,No Delivery
Nagai,"Japanese, Sushi",3300,0,0,4,4.3,Very Good,56,Gurgaon,Sector 29,28.4640533000,77.0642430000,Rs.,Luxury,Japanese,Very Good,No Delivery
Mughal Dine-Esty,"North Indian, Mughlai",1500,1,1,3,4.0,Very Good,32,Gurgaon,Sushant Lok,28.4606023000,77.0779417000,Rs.,Premium,North Indian,Very Good,Has Delivery
Sip & Snacks,"Chinese, North Indian",550,1,0,2,3.2,Average,6,Noida,"MSX Mall, Greater Noida",28.4579354000,77.5282182000,Rs.,Moderate,Chinese,Average,Has Delivery
Bansiwala Restaurant,North Indian,200,1,0,1,2.5,Average,4,Noida,Greater Noida,28.4719367000,77.5127189000,Rs.,Budget,North Indian,Poor,Has Delivery
Tea Lounge - Jaypee Greens,Cafe,900,0,0,2,2.9,Average,14,Noida,"Jaypee Greens Golf & Spa Resort, Surajpur",28.4694087000,77.5183634000,Rs.,Moderate,Cafe,Poor,No Delivery
Taco Street,Fast Food,500,0,0,2,2.9,Average,4,Noida,Greater Noida,28.4657682000,77.5081494000,Rs.,Moderate,Fast Food,Poor,No Delivery
Taco Bell,"Mexican, Fast Food",550,1,0,2,3.8,Good,176,Gurgaon,"Cyber Hub, DLF Cyber City",28.4942639000,77.0883113000,Rs.,Moderate,Mexican,Good,Has Delivery
China Club,"Chinese, Asian",2000,0,0,4,3.8,Good,283,Gurgaon,MG Road,28.4800544000,77.1020369000,Rs.,Luxury,Chinese,Good,No Delivery
Zoe,"Juices, Beverages, Healthy Food",700,1,0,2,4.3,Very Good,217,Gurgaon,DLF Phase 3,28.4948842819,77.0897887275,Rs.,Moderate,Juices,Very Good,Has Delivery
The People & Co.,"Continental, Italian",1700,0,1,3,3.7,Good,173,Gurgaon,"Cyber Hub, DLF Cyber City",28.4949476000,77.0887778000,Rs.,Premium,Continental,Good,No Delivery
Angrezee Choupal,"North Indian, Chinese, Italian",500,1,0,2,3.8,Good,299,Gurgaon,DLF Phase 2,28.4827659000,77.0860801000,Rs.,Moderate,North Indian,Good,Has Delivery
Knight Rider,"North Indian, Continental",1200,0,1,3,3.1,Average,185,Gurgaon,DLF Cyber City,28.4877882000,77.0933407000,Rs.,Premium,North Indian,Average,No Delivery
Uforia,"Continental, Asian, North Indian, Italian",1500,0,1,3,3.5,Good,240,Gurgaon,"MGF Mega City Mall, MG Road",28.4798411000,77.0892274000,Rs.,Premium,Continental,Good,No Delivery
Isabella,"North Indian, Mughlai, Chinese",700,1,0,2,2.8,Average,191,Gurgaon,"Cyber Greens, DLF Cyber City",28.4937229000,77.0928243000,Rs.,Moderate,North Indian,Poor,Has Delivery
Eat All Nite,"North Indian, Chinese, Fast Food",800,1,0,2,3.2,Average,184,Gurgaon,DLF Phase 1,28.4726847000,77.0935886000,Rs.,Moderate,North Indian,Average,Has Delivery
Plan B,"North Indian, Chinese, Continental",1000,0,1,3,3.4,Average,132,Gurgaon,DLF Phase 3,28.4846488000,77.0962564000,Rs.,Premium,North Indian,Average,No Delivery
Sushi Haus,"Japanese, Sushi",1300,1,0,3,3.8,Good,124,Gurgaon,DLF Phase 1,28.4778638000,77.1003772000,Rs.,Premium,Japanese,Good,Has Delivery
Vinny's Restro Bar,"North Indian, Chinese",1300,0,1,3,3.2,Average,37,Noida,Sector 18,28.5707365362,77.3251244053,Rs.,Premium,North Indian,Average,No Delivery
NSD Resto Bar & Kitchen,"North Indian, Chinese, Continental",1000,0,1,3,2.6,Average,19,Noida,Sector 18,28.5715190694,77.3240624183,Rs.,Premium,North Indian,Poor,No Delivery
The Frozen Factory,"Ice Cream, Desserts",350,0,0,1,3.7,Good,22,Noida,"DLF Mall of India, Sector 18,  Noida",0.0000000000,0.0000000000,Rs.,Budget,Ice Cream,Good,No Delivery
Divine Curries,"North Indian, Chinese, South Indian",700,1,0,2,3.0,Average,31,Noida,Sector 16,28.5707246000,77.3175900000,Rs.,Moderate,North Indian,Average,Has Delivery
Swag & Swad,"North Indian, Chinese, Mughlai",600,1,0,2,3.4,Average,19,Noida,Sector 18,28.5700490000,77.3220010000,Rs.,Moderate,North Indian,Average,Has Delivery
Sadda Adda,"Fast Food, Chinese, North Indian",300,0,0,1,3.5,Good,22,Noida,Sector 18,28.5706530331,77.3238781032,Rs.,Budget,Fast Food,Good,No Delivery
Xiian,"Italian, Continental, North Indian, Chinese",1400,1,1,3,3.4,Average,286,Noida,Sector 18,28.5688016962,77.3233802989,Rs.,Premium,Italian,Average,Has Delivery
Americana Kitchen and Bar,"American, Tex-Mex, Italian, Mexican, North Indian",2000,0,1,4,2.4,Poor,221,Noida,"Centre Stage Mall, Sector 18",28.5683429358,77.3228280991,Rs.,Luxury,American,Poor,No Delivery
Smaaash,"North Indian, Thai, Continental",1350,0,0,3,4.0,Very Good,121,Noida,"DLF Mall of India, Sector 18,  Noida",28.5673297100,77.3208238184,Rs.,Premium,North Indian,Very Good,No Delivery
Punjabi By Nature Quickie,"North Indian, Mughlai",1100,0,1,3,3.4,Average,120,Noida,"DLF Mall of India, Sector 18,  Noida",28.5676544969,77.3214269802,Rs.,Premium,North Indian,Average,No Delivery
Movenpick,"Ice Cream, Desserts",650,1,0,2,4.0,Very Good,91,Noida,"DLF Mall of India, Sector 18,  Noida",28.5672401946,77.3205190524,Rs.,Moderate,Ice Cream,Very Good,Has Delivery
Zizo,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,1,1,3,3.8,Good,67,Noida,"DLF Mall of India, Sector 18,  Noida",28.5664634104,77.3209790513,Rs.,Premium,Lebanese,Good,Has Delivery
Club Ice Cube,"North Indian, Continental, Chinese",2400,0,1,4,2.0,Poor,230,Noida,"The Great India Place, Sector 38",28.5680674000,77.3264748000,Rs.,Luxury,North Indian,Poor,No Delivery
Chandni Chowk Ke Mashhoor Paranthe,North Indian,100,0,0,1,2.8,Average,30,Noida,Sector 18,28.5699727336,77.3266086727,Rs.,Budget,North Indian,Poor,No Delivery
Yamu's Panchayat,Street Food,100,0,0,1,3.2,Average,15,Noida,Sector 28,28.5710661000,77.3331584000,Rs.,Budget,Street Food,Average,No Delivery
Hari Sweets,Mithai,100,0,0,1,3.1,Average,14,Noida,Sector 28,28.5714642000,77.3330963000,Rs.,Budget,Mithai,Average,No Delivery
Turquoise Cottage - TC Original 1997,"Continental, American, Italian, Mediterranean",1900,0,1,3,3.8,Good,240,Noida,"Gardens Galleria, Sector 38 Noida",28.5648242000,77.3214674000,Rs.,Premium,Continental,Good,No Delivery
Thaal Vaadi,"North Indian, Rajasthani",1000,0,0,3,3.5,Good,249,Noida,"The Great India Place, Sector 38",28.5680132000,77.3261382000,Rs.,Premium,North Indian,Good,No Delivery
Cocoberry,Desserts,300,0,0,1,3.4,Average,16,Noida,"Logix City Centre, Sector 32, Noida",28.5743001000,77.3535737000,Rs.,Budget,Desserts,Average,No Delivery
Vaango!,South Indian,450,0,0,1,2.8,Average,6,Noida,"Logix City Centre, Sector 32, Noida",28.5742189000,77.3536634000,Rs.,Budget,South Indian,Poor,No Delivery
Sen's Sational Xpress Kitchen,"North Indian, Mughlai",600,1,0,2,3.0,Average,7,Noida,Sector 39,0.0000000000,0.0000000000,Rs.,Moderate,North Indian,Average,Has Delivery
Cinnabon & Auntie Anne's,"Desserts, Beverages",500,0,0,2,3.1,Average,6,Noida,"Logix City Centre, Sector 32, Noida",28.5742210000,77.3539094000,Rs.,Moderate,Desserts,Average,No Delivery
Sanghai Food,Chinese,450,0,0,1,2.9,Average,15,Noida,Sector 44,28.5599265000,77.3361665000,Rs.,Budget,Chinese,Poor,No Delivery
Wasim Biryani Center,North Indian,400,0,0,1,2.8,Average,8,Noida,Sector 44,28.5607636000,77.3400007000,Rs.,Budget,North Indian,Poor,No Delivery
AB Fast N Food,Fast Food,200,1,0,1,2.7,Average,6,Noida,Sector 44,28.5546617000,77.3374886000,Rs.,Budget,Fast Food,Poor,Has Delivery
Shanghai Dreams,Chinese,400,0,0,1,3.0,Average,4,Noida,Sector 39,28.5669994477,77.3499089417,Rs.,Budget,Chinese,Average,No Delivery
Flames of Tandoor,"North Indian, Mughlai",450,1,0,1,3.5,Good,76,Noida,Sector 49,28.5604276779,77.3705922067,Rs.,Budget,North Indian,Good,Has Delivery
Sweta Restaurant,North Indian,400,1,0,1,3.2,Average,61,Noida,Sector 49,28.5596943000,77.3706065000,Rs.,Budget,North Indian,Average,Has Delivery
Quick Grabs,"North Indian, Chinese",550,1,0,2,3.1,Average,80,Noida,Sector 45,28.5489246000,77.3440629000,Rs.,Moderate,North Indian,Average,Has Delivery
#Urban Café,"North Indian, Chinese, Italian",650,1,0,2,3.3,Average,49,Noida,Sector 45,28.5485744000,77.3441526000,Rs.,Moderate,North Indian,Average,Has Delivery
The Roll Van,"North Indian, Mughlai",500,0,0,2,2.9,Average,4,Noida,Sector 45,28.5503712000,77.3451396000,Rs.,Moderate,North Indian,Poor,No Delivery
Cold Rock Cafe,"Fast Food, Italian, Desserts, Beverages",350,0,0,1,3.3,Average,12,Noida,Sector 72,28.5663929000,77.3813270000,Rs.,Budget,Fast Food,Average,No Delivery
Baskin Robbins,Ice Cream,300,1,0,1,3.3,Average,27,Ghaziabad,"Shipra Mall, Indirapuram",28.6339277778,77.3704000000,Rs.,Budget,Ice Cream,Average,Has Delivery
Chaudhary Ke Mashhoor Paranthe,North Indian,150,0,0,1,2.8,Average,14,Ghaziabad,Indirapuram,28.6360138889,77.3744416667,Rs.,Budget,North Indian,Poor,No Delivery
Kebab Xpress,"North Indian, Mughlai",600,0,0,2,2.7,Average,14,Ghaziabad,"Shipra Mall, Indirapuram",28.6338382594,77.3695924133,Rs.,Moderate,North Indian,Poor,No Delivery
Dosa X'press,South Indian,500,0,0,2,3.0,Average,6,Ghaziabad,"Shipra Mall, Indirapuram",28.6337876446,77.3697278649,Rs.,Moderate,South Indian,Average,No Delivery
Mx Corn,Fast Food,100,0,0,1,3.1,Average,7,Ghaziabad,"Shipra Mall, Indirapuram",28.6343158616,77.3698770627,Rs.,Budget,Fast Food,Average,No Delivery
Thakur Bakers,Bakery,150,0,0,1,3.0,Average,6,Ghaziabad,Indirapuram,28.6360222222,77.3741916667,Rs.,Budget,Bakery,Average,No Delivery
Kitchen Mantra,"North Indian, Mughlai, Chinese",550,1,0,2,3.6,Good,210,Noida,Sector 93,28.5205006000,77.3841646000,Rs.,Moderate,North Indian,Good,Has Delivery
Kebabplus,"North Indian, Mughlai",600,1,0,2,3.1,Average,140,Noida,Sector 93,28.5205903000,77.3841646000,Rs.,Moderate,North Indian,Average,Has Delivery
Wabi Sabi,"Bakery, Fast Food",300,1,0,1,3.6,Good,34,Noida,Sector 93,28.5209491000,77.3841646000,Rs.,Budget,Bakery,Good,Has Delivery
Southern Flavours,South Indian,350,0,0,1,2.4,Poor,54,Noida,Sector 93,28.5143706000,77.3854743000,Rs.,Budget,South Indian,Poor,No Delivery
Hungry's Hut,"Chinese, Fast Food",500,0,0,2,3.1,Average,10,Noida,Sector 93,28.5200041000,77.3817427000,Rs.,Moderate,Chinese,Average,No Delivery
Oh Buoy - Flying Fox,"Chinese, Fast Food",500,0,0,2,3.0,Average,7,Noida,Sector 93,28.5199060000,77.3816530000,Rs.,Moderate,Chinese,Average,No Delivery
The Dessert Table Company,"Bakery, Desserts",500,0,0,2,3.1,Average,9,Noida,Sector 93,28.5189985000,77.3863173000,Rs.,Moderate,Bakery,Average,No Delivery
Chinese Chilli Seasonal,Chinese,300,0,0,1,2.9,Average,4,Noida,Sector 93,28.5136416000,77.3851484000,Rs.,Budget,Chinese,Poor,No Delivery
Sam and Scrooge,"Continental, Mexican, American, Fast Food, Italian, Chinese",550,1,0,2,3.9,Good,132,Noida,Sector 125,28.5163440000,77.3714268000,Rs.,Moderate,Continental,Good,Has Delivery
Burnout,"Continental, Mexican, Italian",450,1,0,1,3.6,Good,111,Noida,Sector 37,28.5299837265,77.3756568879,Rs.,Budget,Continental,Good,Has Delivery
The Coop,"Southern, Cajun, Soul Food",25,0,0,2,3.6,Good,432,Orlando,Winter Park,28.5973660000,-81.3572190000,$,Moderate,Southern,Good,No Delivery
Maggiano's Little Italy,Italian,50,0,0,4,4.4,Very Good,886,Orlando,I-Drive/Universal,28.4332350000,-81.4714470000,$,Luxury,Italian,Very Good,No Delivery
Tako Cheena by Pom Pom,"Asian, Latin American, Vegetarian",10,0,0,1,4.4,Very Good,570,Orlando,Mills 50,28.5578450000,-81.3645470000,$,Budget,Asian,Very Good,No Delivery
Bosphorous Turkish Cuisine,"Mediterranean, Turkish",40,0,0,3,4.2,Very Good,568,Orlando,Winter Park,28.5976271000,-81.3508344000,$,Premium,Mediterranean,Very Good,No Delivery
Bahama Breeze Island Grille,Caribbean,45,0,0,3,4.3,Very Good,910,Orlando,I-Drive/Universal,28.4370650000,-81.4715260000,$,Premium,Caribbean,Very Good,No Delivery
Hawkers Asian Street Fare,"Asian, Thai",35,0,0,3,4.6,Excellent,1293,Orlando,Mills 50,28.5605050000,-81.3643470000,$,Premium,Asian,Excellent,No Delivery
Seasons 52 Fresh Grill,American,60,0,0,4,4.4,Very Good,1685,Orlando,Restaurant Row,28.4481750000,-81.4879780000,$,Luxury,American,Very Good,No Delivery
Raglan Road Irish Pub and Restaurant,Irish,50,0,0,4,4.3,Very Good,782,Orlando,Disney: Downtown Disney,28.3713380000,-81.5177250000,$,Luxury,Irish,Very Good,No Delivery
Hillstone,,40,0,0,3,4.4,Very Good,1158,Orlando,Winter Park,28.5966820000,-81.3652600000,$,Premium,,Very Good,No Delivery
Hollerbach's Willow Tree Café,German,40,0,0,3,4.8,Excellent,1699,Orlando,Sanford,28.8116530000,-81.2668710000,$,Premium,German,Excellent,No Delivery
Texas de Brazil,"Brazilian, Steak",100,0,0,4,4.6,Excellent,2324,Orlando,I-Drive/Universal,28.4676808000,-81.4510725000,$,Luxury,Brazilian,Excellent,No Delivery
The Ravenous Pig,Pub Food,40,0,0,3,4.4,Very Good,1998,Orlando,Winter Park,28.5932970000,-81.3560240000,$,Premium,Pub Food,Very Good,No Delivery
Earl of Sandwich,"American, Sandwich, Salad",35,0,0,3,4.7,Excellent,1341,Orlando,Disney: Downtown Disney,28.3728580000,-81.5146080000,$,Premium,American,Excellent,No Delivery
Café Tu Tu Tango,"New American, Tapas",40,0,0,3,4.6,Excellent,1293,Orlando,I-Drive/Universal,28.4403440000,-81.4699860000,$,Premium,New American,Excellent,No Delivery
Tibby's New Orleans Kitchen,Cajun,25,0,0,2,4.7,Excellent,1412,Orlando,Winter Park,28.6010880000,-81.3226310000,$,Moderate,Cajun,Excellent,No Delivery
Cevíche Tapas Bar & Restaurant,"Spanish, Tapas",40,0,0,3,4.4,Very Good,981,Orlando,Church Street District,28.5404320000,-81.3810770000,$,Premium,Spanish,Very Good,No Delivery
Ethos Vegan Kitchen,"American, Breakfast, Vegetarian",25,0,0,2,4.4,Very Good,797,Orlando,Winter Park,28.5928570000,-81.3529210000,$,Moderate,American,Very Good,No Delivery
Pom Pom's Teahouse and Sandwicheria,"American, Sandwich, Tea",25,0,0,2,4.9,Excellent,1457,Orlando,The Milk District,28.5435710000,-81.3514670000,$,Moderate,American,Excellent,No Delivery
Yellow Dog Eats,"American, BBQ, Sandwich",35,0,0,3,4.9,Excellent,1252,Orlando,Windermere,28.5275920000,-81.5229870000,$,Premium,American,Excellent,No Delivery
'Ohana,Hawaiian,45,0,0,3,4.5,Excellent,1151,Orlando,Disney World Area,28.4054370000,-81.5852260000,$,Premium,Hawaiian,Excellent,No Delivery
Columbia Restaurant,"Cuban, Spanish",40,0,0,3,4.4,Very Good,1746,Tampa Bay,Ybor City,27.9598840000,-82.4351499000,$,Premium,Cuban,Very Good,No Delivery
Red Mesa Cantina,"Latin American, Mexican, Southwestern",25,0,0,2,4.6,Excellent,1629,Tampa Bay,Downtown St Petersburg,27.7700260000,-82.6369240000,$,Moderate,Latin American,Excellent,No Delivery
Edison: Food+Drink Lab,International,70,0,0,4,3.9,Good,373,Tampa Bay,Hyde Park,27.9442440000,-82.4693060000,$,Luxury,International,Good,No Delivery
Datz,"Desserts, Bar Food",40,0,0,3,4.7,Excellent,3074,Tampa Bay,Palma Ceia,27.9219315000,-82.4932815000,$,Premium,Desserts,Excellent,No Delivery
Bern's Steak House,"American, Desserts, Steak",70,0,0,4,4.7,Excellent,3157,Tampa Bay,Hyde Park,27.9315160000,-82.4829620000,$,Luxury,American,Excellent,No Delivery
Boca Kitchen Bar Market,Breakfast,40,0,0,3,3.9,Good,665,Tampa Bay,Hyde Park,27.9419420000,-82.4688700000,$,Premium,Breakfast,Good,No Delivery
Taco Bus,"Mexican, Vegetarian",10,0,0,1,4.5,Excellent,1868,Tampa Bay,Seminole Heights,27.9959640000,-82.4498970000,$,Budget,Mexican,Excellent,No Delivery
BellaBrava,"American, Italian, Seafood",25,0,0,2,4.1,Very Good,921,Tampa Bay,Downtown St Petersburg,27.7737426000,-82.6329663000,$,Moderate,American,Very Good,No Delivery
Ella's Americana Folk Art Cafe,"International, Italian, Southern",40,0,0,3,4.8,Excellent,1715,Tampa Bay,Seminole Heights,27.9936450000,-82.4510410000,$,Premium,International,Excellent,No Delivery
Mazzaro's Italian Market,"Italian, Deli",10,0,0,1,4.9,Excellent,1424,Tampa Bay,Kenwood,27.7920470000,-82.6736210000,$,Budget,Italian,Excellent,No Delivery
Salt Rock Grill,"American, Seafood, Steak",40,0,0,3,4.2,Very Good,1363,Tampa Bay,Indian Rocks/Indian Shores,27.8483570000,-82.8432530000,$,Premium,American,Very Good,No Delivery
The Refinery,"Seafood, Steak",40,0,0,3,4.0,Very Good,875,Tampa Bay,Seminole Heights,27.9938400000,-82.4593390000,$,Premium,Seafood,Very Good,No Delivery
